# produced by /home/zzhang65/tools/perllib/bin/cub_seq.pl -s Bdis.cds_primaryTrancsriptOnly.fa.filtered -t codon_tai.tsv -c codon_cai_top300.tsv -f optimal_codons.tsv -e enc -l -o seq_cub.tsv
#seq_id	enc	tai	cai	fop
Bradi1g62130	36.4823614	0.5399083	0.7436383	0.6317280
Bradi1g18370	52.2181234	0.4890799	0.5095359	0.5468750
Bradi1g71160	52.1945275	0.4899970	0.5178697	0.5178947
Bradi1g13387	59.9388964	0.4447704	0.3095626	0.4594595
Bradi1g76650	53.9637918	0.4845998	0.4508630	0.5155556
Bradi1g59580	56.7966964	0.5147341	0.4762114	0.5728155
Bradi1g18360	54.0041331	0.4762071	0.4866265	0.5000000
Bradi1g73230	31.6417125	0.5197884	0.7983666	0.5702479
Bradi1g20010	44.7586521	0.5218862	0.6424292	0.6160714
Bradi1g55540	53.1897081	0.4886031	0.4861663	0.5064194
Bradi1g12860	33.7828835	0.5244470	0.7871656	0.6206897
Bradi1g07630	49.9498343	0.5211886	0.5745499	0.6197605
Bradi1g08620	55.8326016	0.4655305	0.3646626	0.5054230
Bradi1g65810	33.1190345	0.5298709	0.7871823	0.6288952
Bradi1g68000	56.2038012	0.4907129	0.4134333	0.5523810
Bradi1g36750	42.9713472	0.4909468	0.5632072	0.5071429
Bradi1g24996	45.9641017	0.4974920	0.5716877	0.5794872
Bradi1g52750	35.5324953	0.5282327	0.7507075	0.6086957
Bradi1g17940	38.3798910	0.4997266	0.6822794	0.5446585
Bradi1g24250	57.7311628	0.4622541	0.4034246	0.4861660
Bradi1g62277	53.5708517	0.4573223	0.3301953	0.4815705
Bradi1g63730	55.0696728	0.4645287	0.3682925	0.4928230
Bradi1g11530	54.3831712	0.4561693	0.3274456	0.4510345
Bradi1g57210	56.5966894	0.4918222	0.4455315	0.5612903
Bradi1g42513	62	0.4897489	0.4894459	0.5637584
Bradi1g56100	56.7832268	0.4769641	0.3704518	0.5244444
Bradi1g05764	45.7212071	0.4113704	0.2587662	0.3714286
Bradi1g11187	56.7769998	0.4840113	0.4166993	0.5372973
Bradi1g52703	40.6879307	0.5016347	0.6365173	0.5962733
Bradi1g30820	53.8728576	0.4715838	0.4083276	0.5355191
Bradi1g28103	53.8113861	0.4474484	0.3318284	0.3604651
Bradi1g50745	36.4924042	0.5087519	0.7398897	0.6102564
Bradi1g61477	35.5989915	0.5320192	0.7561828	0.6268222
Bradi1g23293	53.2960182	0.5016998	0.4837912	0.5787402
Bradi1g32560	56.0158883	0.4995581	0.4615611	0.5404531
Bradi1g48432	54.9036988	0.4664362	0.3624763	0.5193277
Bradi1g69463	57.4611217	0.4798405	0.4497048	0.5386139
Bradi1g60291	47.2765057	0.4978745	0.5660206	0.5746606
Bradi1g49290	49.0717114	0.4923281	0.5742599	0.5358712
Bradi1g54700	58.6673438	0.4774267	0.4170710	0.5250338
Bradi1g44881	43.8148883	0.5737825	0.7116310	0.6842105
Bradi1g46910	55.7003379	0.4647740	0.3894476	0.5039683
Bradi1g66810	49.4553672	0.5030328	0.5710553	0.5547945
Bradi1g59510	28.6929478	0.5309231	0.8493596	0.7005076
Bradi1g32460	40.5177754	0.5484004	0.6458353	0.6631300
Bradi1g72440	37.4048932	0.4976218	0.6580185	0.5680473
Bradi1g65450	56.1799401	0.4793503	0.4114917	0.5228758
Bradi1g57390	24.4032552	0.5143238	0.8817918	0.6250000
Bradi1g63210	57.6860513	0.4895192	0.4151410	0.5242070
Bradi1g17060	55.2830062	0.4640065	0.3516524	0.4961420
Bradi1g36250	54.1188448	0.4540326	0.3450926	0.4525386
Bradi1g44170	30.9796082	0.5581636	0.8199149	0.6287425
Bradi1g78697	34.8135436	0.5250525	0.7862154	0.6180124
Bradi1g12431	57.3170936	0.4758125	0.4075912	0.5314685
Bradi1g10820	44.0223852	0.5137081	0.6458659	0.6008869
Bradi1g33013	49.8802783	0.4505908	0.3634550	0.3733333
Bradi1g37370	54.2964519	0.4744416	0.3671887	0.5344710
Bradi1g56057	31.6273596	0.5825855	0.8181626	0.7105263
Bradi1g61850	48.6778530	0.5137423	0.5926783	0.6486486
Bradi1g01970	46.4941660	0.5108319	0.6040725	0.5773354
Bradi1g05762	50.8416263	0.4020387	0.2497077	0.3970588
Bradi1g57675	58.7728938	0.4518868	0.3164039	0.5000000
Bradi1g24593	59.3488651	0.4887297	0.5377754	0.5408163
Bradi1g68060	62	0.4866304	0.4212121	0.5321101
Bradi1g09177	42.9335311	0.5077137	0.6372187	0.5533981
Bradi1g60300	54.9005245	0.4770591	0.3632983	0.5170213
Bradi1g77997	57.6266886	0.4776612	0.4281199	0.5243056
Bradi1g60430	51.0520425	0.5144590	0.5458155	0.5669725
Bradi1g08170	37.3567833	0.5379151	0.7187610	0.6130790
Bradi1g28520	40.0436326	0.5451163	0.6972026	0.6406780
Bradi1g30050	42.5541060	0.5121989	0.6633430	0.5676568
Bradi1g36810	55.6168749	0.4727349	0.3514982	0.4719864
Bradi1g61130	53.7764116	0.4577744	0.3483501	0.4940778
Bradi1g01150	32.7198773	0.5360920	0.7552999	0.6253776
Bradi1g16075	58.5007415	0.4603402	0.3669519	0.4816415
Bradi1g12580	33.7272295	0.5482204	0.7392357	0.6967213
Bradi1g61530	33.9540740	0.5467497	0.8024640	0.6595745
Bradi1g71140	36.5589748	0.5341624	0.7164068	0.6367925
Bradi1g56167	50.9820931	0.4976067	0.5679998	0.5395480
Bradi1g69790	33.9186782	0.5103392	0.7710918	0.5577465
Bradi1g44075	42.7878290	0.4801678	0.5676589	0.5815603
Bradi1g57292	47.1827957	0.5095035	0.5863573	0.6081081
Bradi1g05194	50.7580526	0.4785565	0.3627035	0.5043478
Bradi1g12720	52.7608897	0.5037041	0.5541948	0.4881890
Bradi1g25712	56.1521802	0.4766343	0.4411048	0.5016181
Bradi1g37730	32.8378187	0.5144285	0.7537196	0.5949612
Bradi1g43250	53.8826133	0.4713976	0.3655483	0.5180055
Bradi1g60207	57.1963338	0.4779921	0.4298930	0.5178082
Bradi1g47730	33.3553467	0.5243416	0.7679228	0.6050725
Bradi1g49090	37.2168783	0.5157944	0.7300506	0.5836177
Bradi1g70300	54.8690610	0.4706260	0.3992524	0.5105566
Bradi1g71667	44.3616418	0.5317286	0.6372483	0.6454918
Bradi1g49786	62	0.4959660	0.4379397	0.5000000
Bradi1g39220	56.6559654	0.4645124	0.3828933	0.4715100
Bradi1g28995	55.0544770	0.4238779	0.2742638	0.4326923
Bradi1g07027	44.2294969	0.4850889	0.6273639	0.5296912
Bradi1g64255	35.2998472	0.5289637	0.6941692	0.5949367
Bradi1g23555	46.5888410	0.5001445	0.6346503	0.5932203
Bradi1g51961	58.1786224	0.4779023	0.4165746	0.5171849
Bradi1g42559	54.2385730	0.4781508	0.4419325	0.4871795
Bradi1g64001	60.8546398	0.4843294	0.4743028	0.5327511
Bradi1g59978	47.2057155	0.5250130	0.4532584	0.5833333
Bradi1g56807	33.2377727	0.5307510	0.7979084	0.6153846
Bradi1g09630	38.7998641	0.5299140	0.7349245	0.6533333
Bradi1g10340	54.2102946	0.5074711	0.4454629	0.6122881
Bradi1g75290	33.7969830	0.5502155	0.7751619	0.6846473
Bradi1g13820	50.6273255	0.5309593	0.6123536	0.6296296
Bradi1g67270	52.0050617	0.5109043	0.5329229	0.5890244
Bradi1g60182	52.0735909	0.5016104	0.4104292	0.6225681
Bradi1g78246	62	0.4585834	0.4254126	0.5000000
Bradi1g55703	48.0809962	0.5050948	0.5550835	0.5801105
Bradi1g58830	45.7556336	0.5160897	0.5974105	0.6047904
Bradi1g14690	55.0793419	0.5014414	0.4723025	0.5754386
Bradi1g47517	49.8474601	0.4192961	0.2772768	0.4444444
Bradi1g69740	51.3387784	0.4786165	0.5700131	0.4830508
Bradi1g27150	49.3395508	0.5040171	0.5537686	0.5605381
Bradi1g71626	59.0330591	0.4716560	0.4233452	0.5588235
Bradi1g49765	58.5385550	0.4669119	0.4377921	0.5432099
Bradi1g51897	32.7635102	0.5139427	0.8146433	0.5106383
Bradi1g29260	61.1933908	0.4896000	0.4664390	0.5341615
Bradi1g75900	45.0990051	0.5011839	0.6328309	0.5387931
Bradi1g34170	45.7129382	0.5256442	0.5155247	0.6541353
Bradi1g60770	62	0.4697553	0.3825812	0.4562500
Bradi1g16630	33.9681172	0.5111319	0.7413246	0.5775401
Bradi1g30991	62	0.4672856	0.3973322	0.4660633
Bradi1g21480	55.2628522	0.4788420	0.4222644	0.5463415
Bradi1g58400	55.0857137	0.4973220	0.4840895	0.5423341
Bradi1g29010	53.6618245	0.4954008	0.4908420	0.5927052
Bradi1g43931	61.1522898	0.4903557	0.4251651	0.4935065
Bradi1g29056	37.0295079	0.5437387	0.7414014	0.6463415
Bradi1g60070	58.8096828	0.4610880	0.3787926	0.4796748
Bradi1g22510	55.3226954	0.4829444	0.4523268	0.5218855
Bradi1g49770	41.9550493	0.5179479	0.6643710	0.6161369
Bradi1g01507	56.7988547	0.4838650	0.4366995	0.5365297
Bradi1g47880	29.7473151	0.5391673	0.8324405	0.6250000
Bradi1g19030	59.2872277	0.4760637	0.4737664	0.5410959
Bradi1g08070	56.9612631	0.4782288	0.3654062	0.5159574
Bradi1g62930	42.1108536	0.5282720	0.6891861	0.6141304
Bradi1g69540	32.1409485	0.5272494	0.7552018	0.6175299
Bradi1g03230	43.1399058	0.5180250	0.6469987	0.6214511
Bradi1g15960	56.6531693	0.4726580	0.3806906	0.4814815
Bradi1g01387	55.2679809	0.4664011	0.3545192	0.4882419
Bradi1g50420	57.3745752	0.4635460	0.3599121	0.4836957
Bradi1g17750	38.9191510	0.5119020	0.6950663	0.5754190
Bradi1g74270	34.0299864	0.5266223	0.7848640	0.6100000
Bradi1g74800	50.6731278	0.4929394	0.5487844	0.5471698
Bradi1g56983	56.8415440	0.4517210	0.3681544	0.4671053
Bradi1g12163	62	0.4669057	0.4074766	0.4512195
Bradi1g12000	53.1400196	0.5003237	0.5372032	0.5640138
Bradi1g24690	53.9153887	0.4677270	0.3632280	0.4945227
Bradi1g17230	35.4042034	0.5090085	0.7252063	0.5847751
Bradi1g24500	58.7887073	0.4733598	0.4145355	0.5258427
Bradi1g28650	58.5777255	0.4896930	0.3891867	0.4637681
Bradi1g21968	45.2465480	0.4892471	0.3756289	0.4977578
Bradi1g13070	32.9116362	0.5231328	0.8048810	0.5570175
Bradi1g45500	58.0017129	0.4695007	0.4017141	0.4840580
Bradi1g41698	59.6810395	0.4576977	0.3444522	0.4931507
Bradi1g67350	35.7019198	0.5052113	0.7098999	0.5635593
Bradi1g37947	35.7129752	0.5023123	0.7287268	0.5533088
Bradi1g75700	32.8413226	0.5353564	0.8100715	0.6232394
Bradi1g09615	35.9233286	0.5250643	0.7157347	0.6248366
Bradi1g20820	52.3117856	0.5030921	0.5414248	0.5089286
Bradi1g64226	60.4563849	0.4768427	0.4173801	0.4537815
Bradi1g67387	52.3889884	0.4587601	0.3470712	0.4931617
Bradi1g73093	61.0000637	0.4818108	0.4090934	0.5496689
Bradi1g70215	33.9721951	0.4941072	0.6524214	0.4848485
Bradi1g41840	51.7741384	0.5005936	0.5453695	0.5227273
Bradi1g49313	56.8506351	0.4876500	0.4909541	0.6242775
Bradi1g57500	42.9370593	0.5218969	0.6643188	0.6215278
Bradi1g22990	53.3904224	0.4845335	0.4703105	0.5338542
Bradi1g33550	32.9400672	0.5173883	0.7948047	0.5978261
Bradi1g32390	29.2136007	0.5332469	0.8478848	0.6115108
Bradi1g25380	55.4740357	0.4609082	0.3557502	0.4973376
Bradi1g56817	35.4328079	0.5334423	0.7622443	0.6297468
Bradi1g57290	58.8774399	0.4597296	0.4270470	0.4736842
Bradi1g67950	47.1193557	0.5326604	0.6266013	0.6333333
Bradi1g05180	39.5435937	0.5218621	0.7039854	0.6354344
Bradi1g43031	60.5894456	0.4606434	0.3711530	0.4692737
Bradi1g78250	35.7972214	0.5271124	0.6694389	0.5161290
Bradi1g55677	50.6121541	0.4838846	0.5440710	0.5068120
Bradi1g36855	43.8617245	0.4833279	0.3337544	0.4962963
Bradi1g18380	54.4938575	0.4810028	0.4867724	0.4864130
Bradi1g26736	60.8849462	0.4604573	0.3810450	0.3650794
Bradi1g46224	51.4339164	0.4885780	0.4531177	0.4014599
Bradi1g17440	37.6009393	0.5455436	0.7515944	0.6526316
Bradi1g27890	51.1801060	0.5005548	0.4843162	0.5208333
Bradi1g59410	55.6081519	0.4936541	0.4393027	0.5311077
Bradi1g47030	46.8473542	0.5154975	0.6133724	0.5973333
Bradi1g44010	40.2104030	0.5005303	0.6888308	0.5801688
Bradi1g31930	52.4891387	0.4981773	0.5208058	0.5425220
Bradi1g48020	43.1019164	0.4942480	0.6572168	0.5180723
Bradi1g48055	54.0981183	0.4359814	0.3384310	0.4000000
Bradi1g58612	42.9660743	0.4983844	0.6028483	0.5374150
Bradi1g01356	58.7390908	0.4947004	0.4652979	0.5528967
Bradi1g07950	54.9835660	0.4683047	0.4748788	0.5118110
Bradi1g45886	60.3791614	0.4662191	0.4007834	0.4918919
Bradi1g50147	57.5523633	0.4700244	0.4296056	0.4952532
Bradi1g33370	39.0262763	0.5162432	0.7054233	0.6024096
Bradi1g78640	57.0174326	0.4879399	0.3994010	0.5388350
Bradi1g14510	54.1523835	0.4679674	0.3771928	0.5087719
Bradi1g05217	53.5546432	0.5106367	0.5375679	0.5706215
Bradi1g56740	54.3243210	0.4537740	0.3441554	0.4951923
Bradi1g55415	52.6862751	0.4826355	0.4221389	0.4951923
Bradi1g03780	34.3138264	0.5147646	0.7586854	0.5763889
Bradi1g66100	39.9214953	0.5585362	0.7297999	0.6716981
Bradi1g61771	53.3145439	0.5029613	0.5546902	0.5558824
Bradi1g30799	45.2184110	0.4987397	0.6103486	0.6214789
Bradi1g05920	54.8858191	0.4665591	0.3663929	0.4935543
Bradi1g71890	43.4978387	0.5282960	0.6515495	0.6243243
Bradi1g69220	51.6735532	0.4830036	0.5474291	0.4329897
Bradi1g38859	47.4814365	0.4767258	0.5470649	0.5308642
Bradi1g57205	62	0.4864269	0.4835116	0.4955752
Bradi1g54730	49.6446322	0.4746539	0.3804719	0.5798479
Bradi1g47810	56.8645093	0.4820249	0.4126902	0.5324675
Bradi1g23400	57.4648172	0.4763143	0.4088614	0.5030550
Bradi1g16203	57.9841893	0.4524898	0.4943547	0.4507042
Bradi1g54847	56.4779147	0.5027212	0.4276507	0.5925520
Bradi1g41770	58.1645720	0.4684522	0.3659352	0.4879406
Bradi1g02185	37.4998649	0.5208827	0.7308557	0.5643564
Bradi1g69980	52.0954745	0.5159860	0.5277947	0.5970636
Bradi1g10290	30.7941484	0.5409353	0.7711767	0.5894737
Bradi1g07797	38.1933757	0.5291046	0.7037106	0.5465116
Bradi1g00427	57.2482444	0.4722771	0.4598684	0.5093750
Bradi1g75140	57.7837811	0.4818823	0.4588638	0.4849188
Bradi1g29720	55.6333640	0.4932001	0.4834411	0.5454545
Bradi1g44542	59.5241619	0.4694781	0.4165740	0.5013736
Bradi1g02080	52.4707328	0.4893571	0.4278752	0.5368421
Bradi1g55570	33.7751836	0.5213312	0.7928816	0.6158537
Bradi1g18270	36.8996789	0.5095797	0.7127860	0.5967213
Bradi1g12040	57.2245056	0.4625660	0.4029988	0.4807692
Bradi1g32040	58.2283405	0.4640694	0.4025360	0.5031983
Bradi1g57510	35.4002157	0.5475053	0.7334393	0.5459459
Bradi1g60410	31.9312633	0.5400990	0.8233263	0.6771488
Bradi1g55790	36.1847030	0.5107043	0.7291082	0.5673188
Bradi1g59216	51.2781686	0.4598744	0.5753895	0.4807692
Bradi1g12260	61.5854550	0.4770899	0.4969052	0.5257732
Bradi1g14553	62	0.4700136	0.5147391	0.6071429
Bradi1g65390	53.4225951	0.4676227	0.3639694	0.5195730
Bradi1g65610	56.6977539	0.4987399	0.4696043	0.5443886
Bradi1g63700	32.4180496	0.5274063	0.7622428	0.6090226
Bradi1g68094	62	0.5286457	0.4204201	0.5555556
Bradi1g78480	59.2182131	0.4817604	0.4201424	0.5286195
Bradi1g68520	43.3260651	0.5256139	0.5931444	0.6178862
Bradi1g41115	38.9570885	0.5147453	0.7169717	0.5928339
Bradi1g71070	58.0102347	0.4367450	0.3272920	0.4669118
Bradi1g05756	62	0.3959791	0.2640319	0.3205128
Bradi1g71673	47.3954424	0.4745407	0.5397022	0.6517572
Bradi1g44120	33.1050015	0.5030028	0.6927784	0.4870466
Bradi1g47642	43.9394279	0.4876278	0.3826654	0.5917431
Bradi1g77740	38.7523792	0.5268521	0.7065362	0.6003937
Bradi1g34665	53.6392254	0.4795445	0.4359103	0.4842407
Bradi1g76981	47.0418943	0.5185526	0.4617794	0.5845070
Bradi1g60920	55.2374710	0.4690698	0.4199656	0.4968553
Bradi1g59570	35.8441574	0.5126557	0.7324994	0.5718085
Bradi1g71460	29.7074319	0.5127393	0.8132953	0.5517241
Bradi1g33401	62	0.4810150	0.4447400	0.5744681
Bradi1g21850	44.0097656	0.5594781	0.7057029	0.6994536
Bradi1g55380	53.6184439	0.5096713	0.5431709	0.5720721
Bradi1g36260	37.1181799	0.5494419	0.7399635	0.6563380
Bradi1g74080	33.0590838	0.5297712	0.7564164	0.6666667
Bradi1g16640	55.6200708	0.4700348	0.3627113	0.5294118
Bradi1g78057	35.9947425	0.5277511	0.7205237	0.5799087
Bradi1g38270	40.0797210	0.5245517	0.6786104	0.6120000
Bradi1g61080	41.0980940	0.5241226	0.6303497	0.5769231
Bradi1g15123	52.4260930	0.4464319	0.3360563	0.4562682
Bradi1g63240	57.4998207	0.4805562	0.3867926	0.5253165
Bradi1g48690	49.5652632	0.5005346	0.4299400	0.5180055
Bradi1g64040	58.9135853	0.4772056	0.4302267	0.5413793
Bradi1g29366	47.1825445	0.4678986	0.6132248	0.5490196
Bradi1g22630	59.6351987	0.4783367	0.3883313	0.5277778
Bradi1g14220	59.6392259	0.4762885	0.4735294	0.5220339
Bradi1g60040	49.5474448	0.4726757	0.3401052	0.4882943
Bradi1g33570	39.3620108	0.5215770	0.6874757	0.6307692
Bradi1g14570	35.0945172	0.5054832	0.7150561	0.5791506
Bradi1g24070	53.2307421	0.4715512	0.3695962	0.4420290
Bradi1g34125	55.9161050	0.4510365	0.3294151	0.4403670
Bradi1g08106	42.5128914	0.5162461	0.6477201	0.6282895
Bradi1g61545	56.1746918	0.4833121	0.5532865	0.5486111
Bradi1g53295	60.6666667	0.4193572	0.2821746	0.4516129
Bradi1g66430	53.3980536	0.5133045	0.4870381	0.5849057
Bradi1g22730	55.0818015	0.4688398	0.3841843	0.4916107
Bradi1g43260	57.0117495	0.4780541	0.4297991	0.5236004
Bradi1g28715	53.9166667	0.4918065	0.5731104	0.5192308
Bradi1g29900	44.7966725	0.5312497	0.6426780	0.6562033
Bradi1g58280	51.9812350	0.4763072	0.3832556	0.5629630
Bradi1g71200	50.4111603	0.5287135	0.5159984	0.6102362
Bradi1g18250	28.4264946	0.5321207	0.8736062	0.6078431
Bradi1g01377	57.0042583	0.4706071	0.3704703	0.4881356
Bradi1g12960	47.6876529	0.4947222	0.5964901	0.5714286
Bradi1g53320	52.5572168	0.4883616	0.5016568	0.5745721
Bradi1g48275	62	0.5100816	0.5076320	0.4942529
Bradi1g27430	39.8787686	0.5329539	0.6916968	0.6260623
Bradi1g30920	54.7757753	0.4968384	0.4998613	0.5807229
Bradi1g78650	60.6864353	0.4855319	0.4265134	0.5352697
Bradi1g07611	51.4336550	0.4357976	0.2984963	0.3461538
Bradi1g65571	58.7915789	0.4590810	0.3697699	0.4707904
Bradi1g61540	35.3098840	0.5389863	0.7864583	0.6562500
Bradi1g59135	50.2683575	0.5288776	0.6035720	0.6145455
Bradi1g50525	54.3295459	0.4722421	0.5640771	0.5181818
Bradi1g29140	56.8818572	0.4756602	0.3861001	0.4986945
Bradi1g08020	54.8038342	0.4744593	0.4006624	0.5549133
Bradi1g29577	56.1162627	0.4793758	0.4112882	0.5437561
Bradi1g23980	50.7354661	0.4944128	0.5436685	0.5643382
Bradi1g66840	34.2406073	0.5114953	0.7338432	0.5738636
Bradi1g71120	36.9540660	0.5198639	0.6819170	0.6084906
Bradi1g62240	59.4074485	0.4639575	0.3953973	0.5015015
Bradi1g45900	58.1116466	0.4809456	0.3730215	0.5042373
Bradi1g77100	35.2430609	0.5643925	0.7684392	0.6926606
Bradi1g34257	54.1382482	0.4639637	0.3701904	0.5118110
Bradi1g29887	46.2344122	0.5020611	0.6403115	0.5593220
Bradi1g01460	51.8849839	0.4925015	0.5519824	0.5947712
Bradi1g30036	47.1732753	0.4720875	0.3362826	0.4822835
Bradi1g02165	39.0429453	0.5157732	0.7081859	0.5918367
Bradi1g54030	32.4269041	0.5431729	0.8037273	0.6719160
Bradi1g61810	31.5810177	0.5160959	0.7953683	0.5894040
Bradi1g58335	56.6563241	0.5221011	0.4665515	0.5138889
Bradi1g47232	36.3893711	0.5274208	0.7330005	0.6105033
Bradi1g14556	54.6499632	0.4797123	0.3677326	0.5166667
Bradi1g75681	47.9706444	0.5451074	0.5950569	0.6276596
Bradi1g34740	44.1989198	0.5087853	0.5887497	0.5591398
Bradi1g04120	56.2235650	0.4686312	0.4093133	0.5289855
Bradi1g28100	55.1975969	0.5014068	0.4029291	0.5833333
Bradi1g10715	60.3271910	0.4896056	0.4348343	0.5937500
Bradi1g20490	55.9648625	0.4656766	0.3868568	0.4880546
Bradi1g19470	35.3696917	0.5207743	0.7752342	0.6122449
Bradi1g73730	52.0006507	0.4932712	0.5217469	0.5397490
Bradi1g51040	48.9947016	0.4930249	0.6115760	0.5842697
Bradi1g12045	48.1379298	0.4888132	0.5340668	0.5517241
Bradi1g35730	49.3452615	0.5180118	0.5934531	0.6012862
Bradi1g17990	55.4393641	0.4961964	0.4257803	0.5539906
Bradi1g26750	38.0651343	0.5220254	0.7100630	0.6269663
Bradi1g18490	53.2056316	0.4623672	0.3812907	0.4761905
Bradi1g45858	46.7779899	0.4162876	0.3064536	0.3035714
Bradi1g56510	55.3910235	0.4917897	0.5215185	0.5862069
Bradi1g36100	33.0835961	0.5243805	0.7916185	0.5833333
Bradi1g54662	39.5767048	0.4820238	0.5993900	0.4596273
Bradi1g16490	57.7287272	0.4833306	0.4291839	0.5418641
Bradi1g12820	57.9619941	0.4509165	0.3695095	0.4768392
Bradi1g27170	54.5776924	0.4660443	0.3530629	0.4988532
Bradi1g19670	57.3829693	0.4617824	0.3704959	0.4786477
Bradi1g46200	50.8747614	0.4768350	0.5643203	0.5307692
Bradi1g20545	39.8243014	0.5177009	0.6820605	0.5957447
Bradi1g14530	55.2755153	0.4667795	0.3658663	0.4703633
Bradi1g14988	62	0.4587562	0.3896206	0.4758065
Bradi1g17350	50.5396810	0.5140933	0.5756217	0.6213592
Bradi1g52420	36.3584451	0.5299219	0.7515020	0.6228374
Bradi1g01000	50.0922075	0.4934500	0.5304291	0.5909091
Bradi1g19940	58.9666568	0.4839400	0.4125748	0.5168350
Bradi1g08597	58.4291166	0.4696842	0.3982604	0.5018450
Bradi1g15595	55.9395161	0.4739442	0.4518606	0.4800000
Bradi1g31350	51.7110368	0.4475065	0.3314930	0.4290288
Bradi1g70220	52.9105037	0.4524720	0.3508234	0.4504132
Bradi1g75770	39.2567585	0.4955482	0.7033149	0.5471698
Bradi1g23730	57.3461087	0.4683497	0.4407252	0.5200000
Bradi1g48576	35.5893571	0.5336569	0.7524632	0.6624473
Bradi1g07410	50.5852421	0.5088049	0.5649441	0.5960265
Bradi1g38951	62	0.4670389	0.4129337	0.4459459
Bradi1g01870	38.7258377	0.5266499	0.7285371	0.6208791
Bradi1g04020	34.7050382	0.5166403	0.7594013	0.5950000
Bradi1g76330	34.4680812	0.5537051	0.8057946	0.6673729
Bradi1g23520	52.7803915	0.5104420	0.4563653	0.5828877
Bradi1g04261	39.5985384	0.4925419	0.6896170	0.5304740
Bradi1g70740	57.5899719	0.4723349	0.5009781	0.4592593
Bradi1g45710	35.7943325	0.5114203	0.7324045	0.5700000
Bradi1g42033	42.3758481	0.4571175	0.4616320	0.4245283
Bradi1g06190	46.4335750	0.5389697	0.7249901	0.6787879
Bradi1g36270	60.0027648	0.4797900	0.4667367	0.5207373
Bradi1g11525	34.0923778	0.5249048	0.7680817	0.6088235
Bradi1g32283	55.3369379	0.4602193	0.5037246	0.4897959
Bradi1g58380	53.8300215	0.4953002	0.4545673	0.5571227
Bradi1g21080	52.3570552	0.4617041	0.3282183	0.4471338
Bradi1g56458	45.0261617	0.4868763	0.5728978	0.6096257
Bradi1g28353	56.6265759	0.4767600	0.3717322	0.5068493
Bradi1g58671	53.7576409	0.4890259	0.5146664	0.5362319
Bradi1g54783	52.5936525	0.4653461	0.3590600	0.4077670
Bradi1g73200	35.1253336	0.4934952	0.7469349	0.5166667
Bradi1g43910	58.2983893	0.4684797	0.3791070	0.5468750
Bradi1g62100	56.8995045	0.4856132	0.4511351	0.5219207
Bradi1g11910	46.5561104	0.5100957	0.6034420	0.5882353
Bradi1g29693	44.2871932	0.4974044	0.6110047	0.5555556
Bradi1g37400	33.2160287	0.4981668	0.7321402	0.5932642
Bradi1g29500	48.9813225	0.5005266	0.5987896	0.5552561
Bradi1g63050	59.5202874	0.4707985	0.3921110	0.5236220
Bradi1g07010	36.8634191	0.5122452	0.7021475	0.5747126
Bradi1g61035	48.0857202	0.4939747	0.6028211	0.5422078
Bradi1g38730	42.5319327	0.5253268	0.6539471	0.6063218
Bradi1g16770	58.9588832	0.4666554	0.3742131	0.5075922
Bradi1g14900	39.1278828	0.5135716	0.7082492	0.5754717
Bradi1g27735	62	0.4781467	0.4235930	0.5614035
Bradi1g51880	57.1585052	0.4927557	0.4213802	0.5576560
Bradi1g06680	37.0301162	0.4917838	0.7561738	0.6734694
Bradi1g58450	37.4848991	0.5197160	0.7369728	0.6310905
Bradi1g69396	48.5606380	0.4828843	0.5723188	0.5342466
Bradi1g65964	52.3160114	0.4445229	0.3140405	0.4603659
Bradi1g16810	54.1391269	0.4996369	0.5232943	0.5341176
Bradi1g19735	34.6830660	0.5318867	0.7550160	0.6250000
Bradi1g02950	43.5074005	0.5156256	0.4126780	0.5888325
Bradi1g46212	56.4189344	0.4790383	0.4433998	0.5031847
Bradi1g29910	41.6381310	0.5233506	0.6618873	0.6480447
Bradi1g07270	50.6056315	0.4894211	0.4899749	0.5284091
Bradi1g01592	51.7969847	0.4740986	0.5626114	0.5588235
Bradi1g16820	53.9486827	0.5038122	0.4732631	0.5895590
Bradi1g12710	32.1337005	0.5486816	0.8253416	0.6759388
Bradi1g70560	38.1406618	0.5335636	0.6864200	0.6560000
Bradi1g66990	62	0.4607771	0.3964842	0.4712991
Bradi1g43390	58.2207662	0.4902320	0.4064957	0.5310559
Bradi1g19870	59.5254581	0.4861795	0.4183141	0.5454545
Bradi1g21440	56.7816740	0.4794546	0.3958967	0.5244444
Bradi1g61330	49.9821906	0.4695100	0.4020234	0.4722222
Bradi1g39216	56.3000000	0.3922260	0.2050568	0.3902439
Bradi1g77440	56.0452185	0.5071233	0.4903961	0.5756881
Bradi1g48200	49.4088662	0.5153127	0.5846994	0.5979112
Bradi1g31020	45.8564439	0.5180817	0.6332645	0.5971429
Bradi1g32260	54.7932924	0.4954239	0.4893050	0.5530726
Bradi1g00330	58.1064794	0.4839022	0.4557863	0.5539773
Bradi1g15790	45.8191964	0.4888990	0.6085819	0.5060606
Bradi1g22037	44.9770284	0.4956164	0.6151701	0.5700935
Bradi1g43087	47.1443352	0.4695231	0.5672594	0.5000000
Bradi1g66270	55.8292720	0.4779217	0.4284715	0.5506608
Bradi1g02650	34.3871784	0.6337950	0.7464946	0.7263158
Bradi1g26770	32.0251956	0.5349357	0.7896009	0.6330472
Bradi1g17755	36.8305063	0.5131776	0.7317029	0.5722543
